brand,model,cc,segment,year,speedometer_type,top_speed_kmh,mileage_kmpl,fuel_tank_liters,factory_price_inr,gst_rate_pct,gst_amount_inr,ex_showroom_inr,on_road_price_inr,overall_score,price_increase_scenario_pct,buyer_behaviour,price_sensitivity,gst_impact_pct,price_difference,value_score
Honda,CB350RS,348,premium,2023,Digital,164,31.4,18.3,177344,28.0,49656,227000,258035,73,2.1,Might reconsider,Medium,27.99981955972573,80691,0.008883291026411146
Hero,Xtreme 125R,125,budget,2022,Digital,108,49.2,12.7,78125,28.0,21875,100000,116880,69,1.6,Likely to buy,Low,28.000000000000004,38755,0.029045174537987682
Honda,SP 125,124,budget,2025,Digital,116,50.8,13.8,79688,28.0,22312,102000,120212,66,2.3,Might reconsider,Medium,27.99919686778436,40524,0.027890726383389342
Royal Enfield,Thunderbird 350X,346,premium,2024,Semi-Digital,158,30.0,18.3,141406,28.0,39594,181000,214438,67,2.4,Might reconsider,Medium,28.000226298742625,73032,0.00937333868064429
Suzuki,Gixxer,155,mid,2025,Semi-Digital,123,37.0,11.9,100781,28.0,28219,129000,149106,61,13.9,Will definitely switch,Very High,28.00031752016749,48325,0.015136882486284925
Bajaj,Pulsar 125,124,budget,2023,Semi-Digital,118,61.4,10.5,73438,28.0,20562,94000,111734,65,8.2,Will definitely switch,Very High,27.9991285165718,38296,0.03571876062791988
Royal Enfield,Meteor 350,349,premium,2023,Semi-Digital,157,33.6,13.8,153906,28.0,43094,197000,223554,66,2.2,Might reconsider,Medium,28.000207919119465,69648,0.009919750932660565
Tvs,Apache RTR 160 4V,159,mid,2023,Digital,133,39.2,10.8,104688,28.0,29312,134000,158345,70,14.8,Will definitely switch,Very High,27.999388659636253,53657,0.017329249423726673
Hero,Xpulse 200 4V,199,mid,2023,Digital,135,38.8,12.1,128906,28.0,36094,165000,195050,78,2.5,Might reconsider,Medium,28.000248242905684,66144,0.01551602153294027
Honda,CD 110 Dream,109,budget,2021,Analog,90,74.1,8.7,57031,28.0,15969,73000,85614,58,6.1,Will definitely switch,Very High,28.00056109835002,28583,0.05019973368841544
Ktm,Duke 200,199,mid,2025,Digital,138,44.7,13.8,146875,28.0,41125,188000,220849,77,4.8,Might reconsider,Medium,28.000000000000004,73974,0.015584856621492513
Royal Enfield,Himalayan 450,452,premium,2022,Digital,169,22.1,16.4,216794,31.0,67206,284000,328373,84,2.5,Might reconsider,Medium,30.99993542256704,111579,0.005653327161490135
Bajaj,Dominar 400,373,premium,2021,Digital,191,23.7,15.7,187023,31.0,57977,245000,275973,80,1.4,Likely to buy,Low,30.9999304898328,88950,0.006870237305823396
Royal Enfield,Classic 350,349,premium,2021,Semi-Digital,156,33.2,15.1,143750,28.0,40250,184000,211485,73,12.1,Will definitely switch,Very High,28.000000000000004,67735,0.011459914414733907
Yamaha,R15M,155,mid,2020,Digital,121,42.5,11.5,156250,28.0,43750,200000,229682,73,13.3,Will definitely switch,Very High,28.000000000000004,73432,0.013507806445433252
Royal Enfield,Meteor 350,349,premium,2021,Semi-Digital,164,32.4,16.4,173438,28.0,48562,222000,253234,70,13.4,Will definitely switch,Very High,27.999630992054797,79796,0.008956143329884612
Honda,CB350 H'ness,348,premium,2024,Digital,161,33.3,16.3,159375,28.0,44625,204000,237062,80,10.6,Will definitely switch,Very High,28.000000000000004,77687,0.011237566543773359
Suzuki,V-Strom SX,249,premium,2022,Digital,152,32.7,15.2,181250,28.0,50750,232000,268064,77,10.5,Will definitely switch,Very High,28.000000000000004,86814,0.0093929061716605
Hero,Glamour,125,budget,2022,Semi-Digital,115,48.8,14.0,75000,28.0,21000,96000,112147,64,2.4,Might reconsider,Medium,28.000000000000004,37147,0.02784916226024771
Ktm,Duke 250,248,premium,2020,Digital,142,30.6,15.4,178906,28.0,50094,229000,266035,72,13.2,Will definitely switch,Very High,28.000178864878762,87129,0.008281617080459339
Hero,Passion Pro,110,budget,2023,Semi-Digital,98,71.1,9.2,62500,28.0,17500,80000,93702,67,1.3,Likely to buy,Low,28.000000000000004,31202,0.05083882948069411
Royal Enfield,Meteor 350,349,premium,2024,Semi-Digital,161,28.9,18.7,160938,28.0,45062,206000,238235,69,5.7,Will likely switch brand,High,27.99960233133256,77297,0.008370306630008185
Royal Enfield,Hunter 350,349,premium,2024,Semi-Digital,165,32.0,14.5,121875,28.0,34125,156000,180880,67,12.8,Will definitely switch,Very High,28.000000000000004,59005,0.011853162317558603
Tvs,Jupiter 110,109,budget,2022,Semi-Digital,87,72.1,8.5,57812,28.0,16188,74000,88609,70,2.3,Might reconsider,Medium,28.001107036601397,30797,0.056958096807322056
Suzuki,Gixxer,155,mid,2024,Semi-Digital,136,45.3,11.3,104688,28.0,29312,134000,156665,68,7.1,Will likely switch brand,High,27.999388659636253,51977,0.019662336833370566
Ktm,Duke 390,373,premium,2021,Digital,161,20.3,17.0,232824,31.0,72176,305000,353181,81,10.8,Will definitely switch,Very High,31.000240525031785,120357,0.004655686461049717
Bajaj,Pulsar N250,249,mid,2023,Digital,157,35.4,19.5,132031,28.0,36969,169000,199427,80,12.9,Will definitely switch,Very High,28.000242367322826,67396,0.014200684962417326
Hero,Xpulse 200,199,mid,2020,Digital,129,44.5,12.5,114062,28.0,31938,146000,167235,74,6.7,Will likely switch brand,High,28.00056109835002,53173,0.019690854187221576
Ktm,Duke 250,248,premium,2021,Digital,152,32.8,13.2,176562,28.0,49438,226000,258994,74,2.6,Might reconsider,Medium,28.000362478902595,82432,0.009371645675189387
Tvs,Ronin,225,mid,2020,Digital,146,35.1,14.8,128125,28.0,35875,164000,191792,72,4.8,Might reconsider,Medium,28.000000000000004,63667,0.013176774839409362
Tvs,Apache RTR 160,159,mid,2020,Semi-Digital,120,41.9,11.3,96094,28.0,26906,123000,144452,59,13.0,Will definitely switch,Very High,27.999666992736277,48358,0.017113643286351173
Tvs,Apache RR 310,312,premium,2025,Digital,142,33.3,18.9,231250,28.0,64750,296000,345120,75,14.2,Will definitely switch,Very High,28.000000000000004,113870,0.007236613351877608
Tvs,Sport,99,budget,2021,Analog,93,72.8,9.2,50000,28.0,14000,64000,78251,61,13.4,Will definitely switch,Very High,28.000000000000004,28251,0.0567507124509591
Royal Enfield,Meteor 350,349,premium,2021,Semi-Digital,146,35.3,19.8,159375,28.0,44625,204000,235765,74,2.5,Might reconsider,Medium,28.000000000000004,76390,0.011079676796810382
Ktm,Adventure 390,373,premium,2023,Digital,167,21.3,17.8,270992,31.0,84008,355000,410885,76,8.6,Will likely switch brand,High,31.00017712700006,139893,0.003939788505299536
Tvs,Apache RTR 160,159,mid,2024,Semi-Digital,129,40.7,10.1,99219,28.0,27781,127000,151583,59,10.0,Will definitely switch,Very High,27.999677481127605,52364,0.015841486182487482
Hero,Xtreme 160R,163,mid,2025,Digital,140,40.8,10.5,108594,28.0,30406,139000,163605,73,13.6,Will definitely switch,Very High,27.9997053244194,55011,0.018204822590996605
Tvs,Sport,99,budget,2021,Analog,93,77.2,8.6,56250,28.0,15750,72000,85958,58,2.3,Might reconsider,Medium,28.000000000000004,29708,0.05209055585285838
Bajaj,CT100,102,budget,2023,Analog,86,68.4,8.9,50000,28.0,14000,64000,78421,59,13.1,Will definitely switch,Very High,28.000000000000004,28421,0.05146070567832596
Ktm,Duke 250,248,premium,2022,Digital,162,34.5,15.9,196094,28.0,54906,251000,286482,75,8.1,Will likely switch brand,High,27.999836812957053,90388,0.009031981066873312
Suzuki,Gixxer SF 250,249,mid,2025,Digital,145,33.1,14.0,157812,28.0,44188,202000,230206,73,7.2,Will likely switch brand,High,28.000405545839353,72394,0.010496251183722405
Ktm,Duke 200,199,mid,2024,Digital,136,38.6,12.7,148438,28.0,41562,190000,217863,78,11.7,Will definitely switch,Very High,27.999568843557583,69425,0.013819694027898267
Royal Enfield,Meteor 350,349,premium,2023,Semi-Digital,150,33.4,15.6,162500,28.0,45500,208000,241413,70,3.8,Might reconsider,Medium,28.000000000000004,78913,0.009684648299801585
Ktm,Duke 125,124,mid,2025,Digital,105,48.7,10.9,145312,28.0,40688,186000,219698,78,10.1,Will definitely switch,Very High,28.00044043162299,74386,0.017290098225746252
Honda,Shine,124,budget,2020,Semi-Digital,118,49.1,13.8,75781,28.0,21219,97000,112491,68,4.6,Might reconsider,Medium,28.00042226943429,36710,0.02968059666995582
Bajaj,Platina 100,102,budget,2021,Analog,99,74.6,9.4,57031,28.0,15969,73000,86204,65,7.9,Will definitely switch,Very High,28.00056109835002,29173,0.056250290009744325
Bajaj,Pulsar 150,149,mid,2022,Semi-Digital,118,53.4,12.9,96094,28.0,26906,123000,145211,65,9.4,Will definitely switch,Very High,27.999666992736277,49117,0.023903147833153136
Bajaj,Pulsar 150,149,mid,2021,Semi-Digital,112,61.3,11.5,88281,28.0,24719,113000,130794,76,7.3,Will likely switch brand,High,28.000362478902595,42513,0.03561937091915531
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,111,53.6,12.4,94531,28.0,26469,121000,143526,68,10.9,Will definitely switch,Very High,28.000338513291933,48995,0.0253947020052116
Hero,Mavrick 440,440,premium,2024,Digital,182,21.8,18.0,160305,31.0,49695,210000,237953,84,14.2,Will definitely switch,Very High,31.000280714887246,77648,0.007695637373767088
Hero,Xtreme 125R,125,budget,2021,Digital,109,57.3,11.0,75781,28.0,21219,97000,113983,73,1.6,Likely to buy,Low,28.00042226943429,38202,0.0366975777089566
Yamaha,R3,321,premium,2020,Digital,156,30.6,15.2,350781,28.0,98219,449000,511052,76,3.0,Might reconsider,Medium,28.00009122500934,160271,0.004550613244836142
Honda,CB300R,293,premium,2022,Digital,149,35.3,16.6,210938,28.0,59062,270000,315206,82,9.6,Will likely switch brand,High,27.99969659331178,104268,0.009183200827395417
Ktm,RC 390,373,premium,2020,Digital,202,22.3,14.3,271756,31.0,84244,356000,409354,81,12.2,Will definitely switch,Very High,30.999867528223845,137598,0.004412562232200003
Hero,Xtreme 160R,163,mid,2022,Digital,123,41.7,14.0,100781,28.0,28219,129000,148937,75,1.6,Likely to buy,Low,28.00031752016749,48156,0.02099881157804978
Suzuki,V-Strom SX,249,premium,2021,Digital,142,29.1,18.8,171094,28.0,47906,219000,253719,71,13.2,Will definitely switch,Very High,27.99981296830982,82625,0.008143260851572014
Yamaha,MT-03,321,premium,2021,Digital,140,32.6,15.9,378125,28.0,105875,484000,557433,78,11.7,Will definitely switch,Very High,28.000000000000004,179308,0.0045616244463460185
Hero,Mavrick 440,440,premium,2022,Digital,203,19.5,17.1,164885,31.0,51115,216000,247817,85,2.7,Might reconsider,Medium,31.000394214149257,82932,0.006688403136185169
Honda,Unicorn,160,mid,2024,Semi-Digital,134,43.6,12.6,94531,28.0,26469,121000,140148,72,14.4,Will definitely switch,Very High,28.000338513291933,45617,0.02239917801181608
Royal Enfield,Bullet 350,346,premium,2020,Analog,163,35.4,18.6,146875,28.0,41125,188000,220520,74,2.8,Might reconsider,Medium,28.000000000000004,73645,0.011879194630872484
Tvs,Apache RTR 160 4V,159,mid,2023,Digital,132,40.8,10.4,102344,28.0,28656,131000,150352,70,3.5,Might reconsider,Medium,27.99968732900805,48008,0.018995424071512185
Bajaj,Pulsar NS200,199,mid,2025,Digital,129,38.5,13.2,110938,28.0,31062,142000,167536,74,12.2,Will definitely switch,Very High,27.999423101191656,56598,0.01700530035335689
Tvs,Ronin,225,mid,2023,Digital,156,34.6,16.3,137500,28.0,38500,176000,203266,67,7.9,Will likely switch brand,High,28.000000000000004,65766,0.0114047602648746
Ktm,RC 200,199,mid,2022,Digital,133,41.3,13.9,157031,28.0,43969,201000,230751,69,1.6,Likely to buy,Low,28.000203781418953,73720,0.012349675624374324
Bajaj,Pulsar RS200,199,mid,2023,Digital,136,43.3,10.3,139844,28.0,39156,179000,211290,68,5.1,Will likely switch brand,High,27.999771173593434,71446,0.013935349519617585
Yamaha,MT-15 V2,155,mid,2020,Digital,136,45.4,12.2,128906,28.0,36094,165000,195134,79,5.1,Will likely switch brand,High,28.000248242905684,66228,0.018380190023266064
Hero,Xtreme 125R,125,budget,2020,Digital,113,57.1,13.1,82031,28.0,22969,105000,123465,70,4.6,Might reconsider,Medium,28.00039009642696,41434,0.03237354715911392
Hero,Passion Pro,110,budget,2025,Semi-Digital,86,75.8,8.6,58594,28.0,16406,75000,88250,64,6.8,Will definitely switch,Very High,27.999453868996827,29656,0.05497110481586402
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,110,61.2,13.9,105469,28.0,29531,135000,157859,70,3.6,Might reconsider,Medium,27.99969659331178,52390,0.027138142266199584
Tvs,Jupiter 110,109,budget,2023,Semi-Digital,85,68.2,9.4,66406,28.0,18594,85000,97643,63,10.2,Will definitely switch,Very High,28.000481884167094,31237,0.04400315434798194
Yamaha,R15 V4,155,mid,2021,Digital,132,43.8,10.1,135938,28.0,38062,174000,205774,71,2.2,Might reconsider,Medium,27.999529197133988,69836,0.015112696453390612
Honda,Hornet 2.0,184,mid,2023,Digital,140,39.1,13.4,114844,28.0,32156,147000,169925,71,10.1,Will definitely switch,Very High,27.99972136115078,55081,0.01633720759158452
Suzuki,Gixxer SF,155,mid,2025,Semi-Digital,123,41.2,12.8,107812,28.0,30188,138000,160061,60,13.6,Will definitely switch,Very High,28.000593625941455,52249,0.015444111932325802
Yamaha,R15 V4,155,mid,2020,Digital,132,39.9,12.5,139844,28.0,39156,179000,209765,67,5.7,Will likely switch brand,High,27.999771173593434,69921,0.012744261435415821
Ktm,RC 390,373,premium,2023,Digital,178,23.2,16.6,275573,31.0,85427,361000,422726,71,7.8,Will likely switch brand,High,30.999771385440518,147153,0.0038966138822783556
Yamaha,R15 V4,155,mid,2023,Digital,122,40.1,13.6,134375,28.0,37625,172000,195763,71,13.5,Will definitely switch,Very High,28.000000000000004,61388,0.014543606299453931
Honda,Hornet 2.0,184,mid,2023,Digital,125,41.4,11.4,109375,28.0,30625,140000,166486,73,11.2,Will definitely switch,Very High,28.000000000000004,57111,0.01815287771944788
Bajaj,Dominar 400,373,premium,2022,Digital,205,23.9,18.1,183206,31.0,56794,240000,279795,80,7.6,Will likely switch brand,High,31.00007641671124,96589,0.006833574581389946
Royal Enfield,Interceptor 650,648,premium,2025,Analog,170,23.6,18.2,266412,31.0,82588,349000,407193,72,3.9,Might reconsider,Medium,31.000105100370856,140781,0.004172959751272738
Yamaha,MT-15 V2,155,mid,2024,Digital,135,45.0,10.2,125000,28.0,35000,160000,183228,77,4.3,Might reconsider,Medium,28.000000000000004,58228,0.018910865151614383
Hero,Passion Pro,110,budget,2020,Semi-Digital,86,75.5,9.2,60938,28.0,17062,78000,91165,64,5.7,Will definitely switch,Very High,27.998949752207164,30227,0.05300279712609006
Honda,CB200X,184,mid,2025,Digital,137,44.7,13.5,117969,28.0,33031,151000,177004,73,13.5,Will definitely switch,Very High,27.999728742296703,59035,0.018435176606178393
Honda,Unicorn,160,mid,2024,Semi-Digital,123,46.7,13.1,92969,28.0,26031,119000,141415,69,11.9,Will definitely switch,Very High,27.99965579924491,48446,0.022786125941378216
Honda,Unicorn,160,mid,2022,Semi-Digital,126,38.2,12.8,94531,28.0,26469,121000,139348,67,3.2,Might reconsider,Medium,28.000338513291933,44817,0.018366966156672503
Yamaha,R3,321,premium,2023,Digital,144,30.7,19.8,351562,28.0,98438,450000,520047,71,12.9,Will definitely switch,Very High,28.000182044703354,168485,0.004191351935498138
Hero,Splendor Plus,97,budget,2023,Analog,93,64.5,8.7,55469,28.0,15531,71000,85661,61,11.0,Will definitely switch,Very High,27.999423101191656,30192,0.045931053805115515
Tvs,Star City Plus,109,budget,2023,Semi-Digital,98,63.9,9.9,60156,28.0,16844,77000,91374,67,13.9,Will definitely switch,Very High,28.00053195026265,31218,0.04685468514019305
Suzuki,Access 125,124,budget,2023,Semi-Digital,107,58.6,13.9,73438,28.0,20562,94000,108352,56,5.7,Will definitely switch,Very High,27.9991285165718,34914,0.030286473715298287
Bajaj,Platina 100,102,budget,2025,Analog,86,64.1,9.8,52344,28.0,14656,67000,80101,65,14.7,Will definitely switch,Very High,27.999388659636253,27757,0.05201558032983358
Tvs,Apache RTR 200 4V,197,mid,2022,Digital,130,44.2,13.6,115625,28.0,32375,148000,174844,71,1.1,Likely to buy,Low,28.000000000000004,59219,0.01794857129784265
Honda,CB350RS,348,premium,2022,Digital,159,33.0,19.2,177344,28.0,49656,227000,261182,82,7.2,Will likely switch brand,High,27.99981955972573,83838,0.010360591464955472
Ktm,Duke 200,199,mid,2022,Digital,124,40.3,10.9,163281,28.0,45719,209000,243908,76,14.9,Will definitely switch,Very High,28.000195981161312,80627,0.01255719369598373
Yamaha,MT-03,321,premium,2021,Digital,165,28.3,18.8,362500,28.0,101500,464000,534396,78,9.3,Will likely switch brand,High,28.000000000000004,171896,0.00413064469045427
Tvs,Apache RR 310,312,premium,2020,Digital,148,34.6,13.3,226562,28.0,63438,290000,336234,79,8.1,Will likely switch brand,High,28.000282483382033,109672,0.008129457461172874
Honda,CB200X,184,mid,2025,Digital,138,46.9,12.7,116406,28.0,32594,149000,172205,84,11.0,Will definitely switch,Very High,28.000274899919248,55799,0.022877384512644813
Bajaj,Dominar 400,373,premium,2021,Digital,168,22.4,13.7,178626,31.0,55374,234000,271004,76,8.3,Will likely switch brand,High,30.999966410265024,92378,0.00628182609850777
Suzuki,Access 125,124,budget,2020,Semi-Digital,118,50.3,11.7,71094,28.0,19906,91000,107064,61,2.1,Might reconsider,Medium,27.999549891692688,35970,0.028658559366360307
Honda,CB300R,293,premium,2022,Digital,157,31.3,17.1,210156,28.0,58844,269000,309533,80,11.9,Will definitely switch,Very High,28.00015226783913,99377,0.008089605954777035
Ktm,RC 200,199,mid,2023,Digital,125,46.8,12.8,181250,28.0,50750,232000,273309,76,8.1,Will likely switch brand,High,28.000000000000004,92059,0.01301384147613141
Honda,CB300R,293,premium,2024,Digital,155,29.8,15.6,226562,28.0,63438,290000,335766,72,11.5,Will definitely switch,Very High,28.000282483382033,109204,0.006390164578903164
Honda,CB200X,184,mid,2022,Digital,136,39.9,14.0,118750,28.0,33250,152000,175913,71,2.6,Might reconsider,Medium,28.000000000000004,57163,0.016103983218977564
Tvs,Apache RR 310,312,premium,2025,Digital,149,31.4,16.4,211719,28.0,59281,271000,306303,73,4.0,Might reconsider,Medium,27.999848856267036,94584,0.007483439600656865
Honda,CB200X,184,mid,2023,Digital,138,42.7,11.9,117969,28.0,33031,151000,172123,76,13.6,Will definitely switch,Very High,27.999728742296703,54154,0.018853959087396805
Honda,CB300R,293,premium,2024,Digital,144,33.3,17.7,219531,28.0,61469,281000,324016,77,2.3,Might reconsider,Medium,28.00014576529055,104485,0.007913498098859315
Ktm,Duke 250,248,premium,2021,Digital,154,35.5,18.0,180469,28.0,50531,231000,268481,81,10.0,Will likely switch brand,High,27.999822684228313,88012,0.010710255101850783
Tvs,Ronin,225,mid,2024,Digital,157,35.5,16.7,130469,28.0,36531,167000,190853,79,11.6,Will definitely switch,Very High,27.999754731008895,60384,0.014694555495590848
Yamaha,FZS 25,249,mid,2021,Digital,140,29.5,18.8,128906,28.0,36094,165000,189623,69,12.0,Will definitely switch,Very High,28.000248242905684,60717,0.01073445731794139
Ktm,Adventure 390,373,premium,2023,Digital,161,19.6,13.2,256489,31.0,79511,336000,386696,76,7.1,Will likely switch brand,High,30.999769970642017,130207,0.003852121563191758
Suzuki,Gixxer,155,mid,2020,Semi-Digital,129,42.4,10.6,102344,28.0,28656,131000,149464,60,3.6,Might reconsider,Medium,27.99968732900805,47120,0.017020821067280416
Ktm,Duke 250,248,premium,2022,Digital,141,28.4,14.0,189062,28.0,52938,242000,276585,75,6.5,Will likely switch brand,High,28.000338513291933,87523,0.007701068387656597
Royal Enfield,Classic 350,349,premium,2023,Semi-Digital,164,29.7,16.6,146094,28.0,40906,187000,220189,75,9.2,Will likely switch brand,High,27.999780962941667,74095,0.01011630917075785
Yamaha,R3,321,premium,2025,Digital,142,32.4,14.6,345312,28.0,96688,442000,497094,77,1.4,Likely to buy,Low,28.000185339634882,151782,0.0050187690859274095
Hero,Passion Pro,110,budget,2023,Semi-Digital,89,74.4,8.2,60156,28.0,16844,77000,92485,67,9.0,Will likely switch brand,High,28.00053195026265,32329,0.05389847002216576
Yamaha,R3,321,premium,2024,Digital,157,34.2,16.2,335156,28.0,93844,429000,498690,76,14.5,Will definitely switch,Very High,28.000095477926696,163534,0.005212055585634362
Hero,Splendor Plus,97,budget,2023,Analog,85,77.9,8.5,60938,28.0,17062,78000,95221,56,14.1,Will definitely switch,Very High,27.998949752207164,34283,0.04581342350951997
Tvs,Radeon,109,budget,2024,Analog,94,65.2,9.1,64062,28.0,17938,82000,97432,54,3.3,Might reconsider,Medium,28.00099903218757,33370,0.036135971754659664
Tvs,Apache RR 310,312,premium,2024,Digital,148,32.4,19.7,204688,28.0,57312,262000,307460,75,4.0,Might reconsider,Medium,27.99968732900805,102772,0.007903467117673844
Royal Enfield,Meteor 350,349,premium,2022,Semi-Digital,147,31.6,14.5,174219,28.0,48781,223000,263694,76,14.8,Will definitely switch,Very High,27.999816323133526,89475,0.00910752614773184
Royal Enfield,Bullet 350,346,premium,2023,Analog,140,32.8,16.9,125781,28.0,35219,161000,187255,59,10.4,Will definitely switch,Very High,28.00025441044355,61474,0.010334570505460468
Yamaha,R15 V4,155,mid,2025,Digital,137,43.5,11.8,146875,28.0,41125,188000,220345,67,13.5,Will definitely switch,Very High,28.000000000000004,73470,0.013226984955410833
Honda,CB200X,184,mid,2021,Digital,120,40.9,11.8,114062,28.0,31938,146000,172689,70,7.5,Will likely switch brand,High,28.00056109835002,58627,0.016578936701237484
Bajaj,Pulsar RS200,199,mid,2025,Digital,122,40.6,10.9,142188,28.0,39812,182000,214923,76,9.8,Will likely switch brand,High,27.999549891692688,72735,0.014356769633775817
Yamaha,R15M,155,mid,2025,Digital,126,44.1,11.6,167969,28.0,47031,215000,245969,67,3.7,Might reconsider,Medium,27.999809488655647,78000,0.01201248937874285
Tvs,Apache RTR 160,159,mid,2024,Semi-Digital,139,44.4,10.5,94531,28.0,26469,121000,142738,68,3.5,Might reconsider,Medium,28.000338513291933,48207,0.02115204080202889
Hero,Xpulse 200 4V,199,mid,2020,Digital,128,44.3,14.0,114062,28.0,31938,146000,174152,71,12.9,Will definitely switch,Very High,28.00056109835002,60090,0.018060659653635902
Suzuki,Gixxer SF,155,mid,2020,Semi-Digital,140,46.4,13.4,115625,28.0,32375,148000,172932,74,14.2,Will definitely switch,Very High,28.000000000000004,57307,0.019855203201258297
Royal Enfield,Classic 350,349,premium,2020,Semi-Digital,155,32.1,19.2,150781,28.0,42219,193000,227755,71,8.2,Will likely switch brand,High,28.000212228331158,76974,0.01000680555860464
Bajaj,Pulsar RS200,199,mid,2024,Digital,126,37.0,13.2,126562,28.0,35438,162000,190791,72,2.1,Might reconsider,Medium,28.000505681010097,64229,0.013962922779376385
Bajaj,Pulsar RS200,199,mid,2025,Digital,130,38.9,10.4,146875,28.0,41125,188000,215170,71,1.9,Likely to buy,Low,28.000000000000004,68295,0.012835897197564717
Yamaha,MT-15 V2,155,mid,2022,Digital,127,45.4,13.3,131250,28.0,36750,168000,192689,74,7.6,Will likely switch brand,High,28.000000000000004,61439,0.017435349189626807
Royal Enfield,Bullet 350,346,premium,2024,Analog,164,32.9,13.9,137500,28.0,38500,176000,201740,60,9.8,Will definitely switch,Very High,28.000000000000004,64240,0.009784871616932686
Hero,Xpulse 200,199,mid,2023,Digital,124,37.6,10.2,121094,28.0,33906,155000,181989,68,13.9,Will definitely switch,Very High,27.999735742481047,60895,0.01404920077587107
Ktm,RC 390,373,premium,2023,Digital,185,23.8,14.6,238168,31.0,73832,312000,361473,72,9.6,Will likely switch brand,High,30.999966410265024,123305,0.004740603032591646
Hero,HF Deluxe,97,budget,2020,Analog,95,72.0,8.9,53906,28.0,15094,69000,83002,66,14.1,Will definitely switch,Very High,28.000593625941455,29096,0.057251632490783355
Royal Enfield,Bullet 350,346,premium,2021,Analog,165,28.7,17.5,138281,28.0,38719,177000,202199,62,13.7,Will definitely switch,Very High,28.000231412847754,63918,0.008800241346396372
Tvs,Radeon,109,budget,2024,Analog,86,65.7,8.9,59375,28.0,16625,76000,89528,54,2.8,Might reconsider,Medium,28.000000000000004,30153,0.03962782593155214
Royal Enfield,Himalayan 450,452,premium,2020,Digital,198,21.8,16.6,210687,31.0,65313,276000,323017,82,5.1,Will likely switch brand,High,31.000014239131986,112330,0.005534074058021714
Honda,CB350RS,348,premium,2021,Digital,146,31.4,18.5,159375,28.0,44625,204000,236209,75,10.0,Will likely switch brand,High,28.000000000000004,76834,0.009969984208899746
Royal Enfield,Hunter 350,349,premium,2022,Semi-Digital,150,32.8,17.3,122656,28.0,34344,157000,183344,75,8.9,Will likely switch brand,High,28.0002608922515,60688,0.013417401169386509
Ktm,Duke 390,373,premium,2021,Digital,160,22.0,16.3,229771,31.0,71229,301000,342819,81,4.1,Might reconsider,Medium,30.999995647840677,113048,0.005198078286209341
Bajaj,Pulsar N250,249,mid,2020,Digital,152,34.4,15.5,123438,28.0,34562,158000,186390,68,6.6,Will likely switch brand,High,27.99948152108751,62952,0.012550029508020815
Hero,Mavrick 440,440,premium,2020,Digital,197,20.4,14.4,167939,31.0,52061,220000,253511,80,1.6,Likely to buy,Low,30.999946409112834,85572,0.00643759047930859
Tvs,Apache RTR 160 4V,159,mid,2021,Digital,127,45.5,13.4,100000,28.0,28000,128000,151844,74,3.7,Might reconsider,Medium,28.000000000000004,51844,0.02217407339111193
Honda,SP 125,124,budget,2022,Digital,111,52.9,13.2,70312,28.0,19688,90000,105475,70,7.4,Will likely switch brand,High,28.00091022869496,35163,0.035107845461009715
Bajaj,Platina 100,102,budget,2021,Analog,87,76.4,9.6,57031,28.0,15969,73000,89116,56,3.0,Might reconsider,Medium,28.00056109835002,32085,0.0480093361461466
Bajaj,Pulsar 150,149,mid,2024,Semi-Digital,112,61.3,10.8,90625,28.0,25375,116000,136478,67,11.7,Will definitely switch,Very High,28.000000000000004,45853,0.03009349492225853
Suzuki,Gixxer SF,155,mid,2023,Semi-Digital,124,45.0,10.8,109375,28.0,30625,140000,161502,72,14.6,Will definitely switch,Very High,28.000000000000004,52127,0.020061671062897055
Honda,CD 110 Dream,109,budget,2021,Analog,96,70.1,8.6,64062,28.0,17938,82000,97308,64,8.3,Will definitely switch,Very High,28.00099903218757,33246,0.046105150655650094
Royal Enfield,Guerrilla 450,452,premium,2024,Digital,185,20.8,17.5,222137,31.0,68863,291000,338138,87,13.9,Will definitely switch,Very High,31.00023859149984,116001,0.0053516611560960325
Bajaj,Pulsar NS200,199,mid,2022,Digital,133,39.2,11.0,111719,28.0,31281,143000,165981,73,9.0,Will likely switch brand,High,27.999713567074537,54262,0.01724052753025949
Honda,CD 110 Dream,109,budget,2022,Analog,86,65.5,8.9,57031,28.0,15969,73000,85364,64,8.2,Will definitely switch,Very High,28.00056109835002,28333,0.049107352045358696
Yamaha,FZ-X,149,mid,2025,Digital,110,53.4,10.3,104688,28.0,29312,134000,155161,76,4.3,Might reconsider,Medium,27.999388659636253,50473,0.02615605725665599
Honda,CD 110 Dream,109,budget,2022,Analog,92,74.8,8.1,58594,28.0,16406,75000,87895,58,2.7,Might reconsider,Medium,27.999453868996827,29301,0.049358894135047494
Bajaj,Pulsar N160,160,mid,2025,Digital,126,45.5,13.0,99219,28.0,27781,127000,149834,82,15.0,Will definitely switch,Very High,27.999677481127605,50615,0.024900890318619272
Tvs,Jupiter 110,109,budget,2021,Semi-Digital,85,77.5,9.7,57812,28.0,16188,74000,87897,68,10.2,Will definitely switch,Very High,28.001107036601397,30085,0.059956540041184565
